iter	Logloss
374	0.4043725588
375	0.4043326438
376	0.4042749476
377	0.4041623854
378	0.4041174958
379	0.4039488261
380	0.4037807697
381	0.4036949675
382	0.4035838125
383	0.4035365501
384	0.4034812782
385	0.4033156893
386	0.403178913
387	0.4031210999
388	0.4030215896
389	0.4029799202
390	0.402876693
391	0.4027870589
392	0.4026916325
393	0.4025813074
394	0.402470857
395	0.402431393
396	0.402298789
397	0.4022048813
398	0.402069896
399	0.4019332433
400	0.4018147047
401	0.4016971774
402	0.4015696959
403	0.401396156
404	0.4012849533
405	0.4011754408
406	0.4010490575
407	0.4010010274
408	0.4008962616
409	0.4007851377
410	0.4007010673
411	0.4006552568
412	0.4005964088
413	0.4005485873
414	0.4004485652
415	0.4004066963
416	0.4003680359
417	0.4002750327
418	0.4001784212
419	0.4001419989
420	0.400073028
421	0.3999629854
422	0.399841045
423	0.3997558644
424	0.3997226659
425	0.3996301965
426	0.3995881994
427	0.3995349561
428	0.3994893134
429	0.3994309178
430	0.3993836338
431	0.3993409125
432	0.3992879575
433	0.3991867156
434	0.3990959353
435	0.3990156667
436	0.3989465681
437	0.398826256
438	0.3987523726
439	0.3986779667
440	0.3986371597
441	0.3985064297
442	0.3984737141
443	0.3984161774
444	0.3982984271
445	0.398246356
446	0.3981469103
447	0.3980683672
448	0.398029482
449	0.3979539541
450	0.3978463144
451	0.3977521385
452	0.3976359407
453	0.3975965922
454	0.3975529806
455	0.3975002274
456	0.397412543
457	0.3972916851
458	0.3972347177
459	0.3971606328
460	0.3971151031
461	0.3970725641
462	0.3970373477
463	0.3969676899
464	0.3968730576
465	0.396817211
466	0.3967639025
467	0.3966887408
468	0.3966220605
469	0.3965871032
470	0.3965172613
471	0.396471806
472	0.3963845445
473	0.3963049896
474	0.3962286661
475	0.3961861349
476	0.3960903058
477	0.3960225254
478	0.3958835661
479	0.395724263
480	0.3956762129
481	0.3956136048
482	0.3955417025
483	0.3954511052
484	0.3953331293
485	0.3952968442
486	0.395245574
487	0.39518343
488	0.3951122796
489	0.3950142482
490	0.394894814
491	0.3948620525
492	0.3948175598
493	0.394756363
494	0.3947089626
495	0.394637257
496	0.3944839399
497	0.3943834602
498	0.394354352
499	0.3942780263
